Filenames,SDkey
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17699.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17700.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17701.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17702.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17703.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17704.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17705.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17706.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17707.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17708.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17709.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17710.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17711.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17712.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17713.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17714.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17715.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17716.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17717.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17718.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17719.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17720.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17721.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17722.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17723.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17724.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17725.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17726.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17727.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17728.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17729.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17730.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17731.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17732.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17733.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17734.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17735.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17736.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17737.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17738.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17739.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17740.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17741.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17742.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17743.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17744.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17745.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17746.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17747.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17748.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17749.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17750.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17751.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17752.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17753.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17754.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17755.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17756.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17757.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17758.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17759.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17760.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17761.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17762.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17763.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17764.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17765.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17766.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17767.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17768.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17769.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17770.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17771.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17772.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17773.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17774.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17775.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17776.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17777.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17778.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17779.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17780.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17781.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17782.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17783.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17784.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17785.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17786.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17787.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17788.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17789.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17790.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17791.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17792.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17793.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17794.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17795.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17796.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17797.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17798.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17799.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17800.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17801.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17802.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17803.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17804.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17805.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17806.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17807.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17808.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17809.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17810.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17811.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17812.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17813.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17814.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17815.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17816.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17817.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17818.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17819.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17820.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17821.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17822.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17823.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17824.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17825.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17826.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17827.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17828.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17829.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17830.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17831.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17832.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17833.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17834.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17835.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17836.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17837.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17838.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17839.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17840.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17841.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17842.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17843.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17844.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17845.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17846.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17847.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17848.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17849.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17850.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17851.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17852.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17853.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17854.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17855.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17856.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17857.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17858.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17859.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17860.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17861.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17862.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17863.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17864.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17865.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17866.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17867.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17868.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17869.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17870.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17871.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17872.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17873.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17874.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17875.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17876.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17877.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17878.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17879.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17880.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17881.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17882.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17883.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17884.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17885.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17886.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17887.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17888.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17889.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17890.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17891.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17892.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17893.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17894.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17895.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17896.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17897.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17898.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17899.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17900.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17901.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17902.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17903.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17904.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17905.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17906.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17907.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17908.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17909.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17910.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17911.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17912.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17913.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17914.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17915.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17916.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17917.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17918.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17919.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17920.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17921.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17922.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17923.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17924.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17925.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17926.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17927.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17928.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17929.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17930.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17931.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17932.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17933.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17934.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17935.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17936.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17937.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17938.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17939.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17940.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17941.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17942.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17943.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17944.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17945.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17946.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17947.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17948.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17949.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17950.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17951.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17952.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17953.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17954.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17955.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17956.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17957.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17958.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17959.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17960.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17961.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17962.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17963.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17964.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17965.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17966.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17967.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17968.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17969.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17970.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17971.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17972.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17973.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17974.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17975.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17976.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17977.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17978.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17979.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17980.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17981.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17982.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17983.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17984.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17985.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17986.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17987.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17988.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17989.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17990.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17991.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17992.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17993.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17994.jpg","spoof"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17995.jpg","spoof"
